Series Name,Series Code,Country Name,Country Code,GDP per Capita
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,17647.23269
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,54570.37502
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,9273.199292
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,34624.34013
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,4603.339643
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,1078.950006
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,727.5201717
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,6955.939217
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,1272.367992
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2405.732848
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,46100.97587
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,16075.97327
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,59264.03409
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,1933.101069
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,3870.55762
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,2756.749977
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,4583.747494
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,85422.54287
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,44177.57122
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,31834.97262
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,4664.530242
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39918.16756
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4282.765825
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,9121.637138
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,1872.124026
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1514.591059
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,31597.50465
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,4310.811183
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,24811.76971
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1182.5217
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2608.982833
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,17703.95344
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,3801.792743
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,1050.631634
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,601.0630058
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,7614.325449
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,20232.30204
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,116356.158
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,39403.13591
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,477.6130414
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,636.2863096
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,10412.34767
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,6924.105745
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,862.453012
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,28946.46268
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,4129.850998
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,1702.486959
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,8632.752859
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,8431.665017
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3542.969788
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,4525.759654
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,173688.1894
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,4060.950518
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,7694.633759
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3058.69165
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,448.8438914
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1450.662673
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4157.019506
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,10580.26819
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,1147.471971
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,52396.03221
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,34694.5504
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,41596.5055
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,1900.043594
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,567.6698923
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2097.092473
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,5846.465899
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,67329.67779
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,14485.38612
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1359.514522
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,14243.86469
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,12509.83529
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2757.011019
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,4967.687212
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6117.493571
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,3301.218603
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,15742.45373
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,22194.56611
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,31429.86612
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,50124.38594
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,12956.56625
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,10161.98242
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,786.3018148
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,4068.078865
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,45515.7577
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,2157.840446
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,20203.66888
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1462.808169
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,7730.691746
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,12193.88687
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,509.376594
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,60729.45035
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,19266.51357
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,25489.50023
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2250.601164
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,438.2551656
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,5655.867654
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,27056.42175
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,3694.040948
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,18440.85368
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,8804.561089
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,7860.821354
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,615.4620972
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,4916.605666
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,52300.2062
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,87100.41482
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,852.8309878
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,1076.469727
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,7158.766684
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,1442.730738
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,914.9507925
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4624.823449
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,15285.94049
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3597.218525
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,8536.43332
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,23879.92665
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,4668.818743
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,822.0276815
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,3751.740723
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,36284.55524
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,41098.07865
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,63027.67953
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,15418.81531
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1749.655815
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2919.8368
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,3526.274579
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,39552.1686
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,3233.568638
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,631.68149
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,985.132436
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1214.50982
